X,Y,Z
-1.6618195,4.003708,0
-1.5542297,4.041977,0
-1.4631653,4.09433,0
-1.3760223,4.126007,0
-1.289444,4.152405,0
-1.2233429,4.1712646,0
-1.1918488,4.122772,0
-1.1876221,4.027298,0
-1.1901093,4.0279236,0
-1.177536,4.115158,0
-1.149765,4.177597,0
-1.1339264,4.2177734,0
-1.1421967,4.1647644,0
-1.1812592,4.0525208,0
-1.246109,3.9245453,0
-1.3250732,3.8295288,0
-1.4498291,3.7464142,0
-1.5946503,3.6507568,0
-1.7395935,3.5699463,0
-1.8435211,3.5169983,0
-1.8928223,3.4896393,0
-1.9011841,3.448288,0
-1.872467,3.4328156,0
-1.812439,3.4184418,0
-1.7513123,3.4307861,0
-1.6986847,3.4773102,0
-1.6170349,3.5457153,0
-1.524704,3.6536255,0
-1.4267578,3.774109,0
-1.3397675,3.8274994,0
-1.2792664,3.8317413,0
-1.2076111,3.9438324,0
-1.09906,4.1336517,0
-0.99687195,4.3108826,0
-0.91134644,4.4082947,0
-0.86143494,4.441986,0
-0.8309784,4.4541016,0
-0.83592224,4.4839325,0
-0.86769104,4.4841766,0
-0.9138489,4.4684296,0
-0.94314575,4.4569855,0
-0.96383667,4.4455566,0
-0.967453,4.4511566,0
-0.9597626,4.453247,0
-0.9427643,4.4702454,0
-0.89642334,4.5072784,0
-0.8341217,4.5308533,0
-0.7556305,4.572525,0
-0.66145325,4.603897,0
-0.5673981,4.6633606,0
-0.4650116,4.7437744,0
-0.35792542,4.79657,0
-0.23846436,4.842514,0
-0.13142395,4.8753204,0
0.071380615,4.9140778,0
-0.0738678,4.9487762,0
-0.101623535,4.96727,0
-0.12579346,4.9374847,0
-0.19740295,4.899521,0
-0.2521515,4.9006653,0
-0.32618713,4.919159,0
-0.40867615,4.956238,0
-0.4706421,5.0014496,0
-0.49845886,5.0507355,0
-0.482193,5.0878296,0
-0.44514465,5.118698,0
-0.40827942,5.1504364,0
-0.3712921,5.185364,0
-0.31027222,5.2090454,0
-0.27671814,5.2056885,0
-0.27702332,5.1997375,0
-0.31739807,5.1674347,0
-0.34532166,5.136215,0
-0.37832642,5.110016,0
-0.40071106,5.0549316,0
-0.43093872,5.010803,0
-0.4678192,4.9608,0
-0.51130676,4.895981,0
-0.55625916,4.8338623,0
-0.5967102,4.780716,0
-0.60450745,4.7104034,0
-0.5708313,4.651474,0
-0.52864075,4.6007385,0
-0.4778595,4.5820312,0
-0.42463684,4.622055,0
-0.38970947,4.665741,0
-0.38217163,4.7046356,0
-0.40274048,4.776886,0
-0.43122864,4.882675,0
-0.46551514,4.975052,0
-0.50279236,5.0771637,0
-0.55570984,5.181061,0
-0.627594,5.2905426,0
-0.7036896,5.373291,0
-0.7965393,5.3995514,0
-0.9015198,5.4072723,0
-0.9645386,5.3922577,0
-1.0071106,5.354004,0
-1.1021423,5.3012543,0
-1.1635437,5.258774,0
-1.1980896,5.2428284,0
-1.1804352,5.266876,0
-1.0948944,5.338562,0
-0.9375,5.422058,0
-0.7903137,5.4664307,0
-0.6807709,5.4726715,0
-0.63290405,5.459244,0
-0.6391754,5.4274445,0
-0.70118713,5.3965454,0
-0.79145813,5.379303,0
-0.9005127,5.3856964,0
-1.0393982,5.4042053,0
-1.1856079,5.408844,0
-1.3375549,5.4461365,0
-1.5178833,5.451126,0
-1.7378998,5.4319305,0
-1.9468994,5.3847656,0
-2.101532,5.3368683,0
-2.1959076,5.3181763,0
-2.2389984,5.3366394,0
-2.2435913,5.3505707,0
-2.2167206,5.3461456,0
-2.1307068,5.310562,0
-2.0088806,5.284607,0
-1.9129791,5.2822113,0
-1.8518829,5.2970276,0
-1.8378906,5.2854614,0
-1.8929443,5.2687836,0
-2.096695,5.2500153,0
-2.4164276,5.2634583,0
-2.6154175,5.303192,0
-2.5573425,5.4305725,0
-2.3299103,5.574341,0
-2.094223,5.660034,0
-2.0253143,5.64476,0
-2.128952,5.556259,0
-2.2842865,5.440399,0
-2.403183,5.363617,0
-2.4470673,5.3437653,0
-2.429428,5.385849,0
-2.353363,5.4016724,0
-2.2763672,5.4165344,0
-2.2361908,5.4344482,0
-2.245514,5.408905,0
-2.2818756,5.35553,0
-2.2740784,5.3173065,0
-2.2130585,5.313507,0
-2.0732422,5.330841,0
-1.8322754,5.34639,0
-1.5713654,5.34552,0
-1.3553162,5.336197,0
-1.2345581,5.373001,0
-1.1624603,5.40184,0
-1.1470184,5.4018555,0
-1.2024689,5.386917,0
-1.3135529,5.321991,0
-1.4525299,5.2496643,0
-1.6225586,5.185135,0
-1.7369385,5.1620026,0
-1.8290253,5.137985,0
-1.9215698,5.1223907,0
-1.9826965,5.1231995,0
-1.9879456,5.1417084,0
-1.9639587,5.1548615,0
-1.9268951,5.1726837,0
-1.841156,5.22139,0
-1.7578278,5.281189,0
-1.677414,5.3328247,0
-1.5989685,5.3676453,0
-1.4931335,5.3897247,0
-1.4042511,5.423065,0
-1.3305817,5.4362946,0
-1.2705078,5.4191895,0
-1.2291718,5.382431,0
-1.2188416,5.3320465,0
-1.2357941,5.2937775,0
-1.2875061,5.2458344,0
-1.3396606,5.1693573,0
-1.3949585,5.1176147,0
-1.4508362,5.0793,0
-1.491684,5.0609283,0
-1.5126648,5.069763,0
-1.4900665,5.0847473,0
-1.4477997,5.1216125,0
-1.4050903,5.14093,0
-1.3521271,5.1598206,0
-1.3148804,5.1970673,0
-1.2779541,5.2339935,0
-1.247757,5.2641907,0
-1.2413025,5.2540436,0
-1.2578888,5.256241,0
-1.2485962,5.262329,0
-1.2475739,5.2489777,0
-1.2601776,5.2302246,0
-1.3179474,5.1620636,0
-1.3919067,5.105896,0
-1.447464,5.075424,0
-1.4898224,5.07045,0
-1.5435028,5.096298,0
-1.5864105,5.1135406,0
-1.5923309,5.1135406,0
-1.6138306,5.1135406,0
-1.6203918,5.113312,0
-1.5924072,5.099228,0
-1.5691376,5.0848083,0
-1.5506134,5.078293,0
-1.5518494,5.072418,0
-1.5670624,5.0316467,0
-1.5763092,4.979904,0
-1.5935211,4.939972,0
-1.6214142,4.9196167,0
-1.6491852,4.9196167,0
-1.66362,4.912979,0
-1.6959686,4.9139557,0
-1.714508,4.934082,0
-1.6987915,4.982605,0
-1.6452789,5.0539856,0
-1.5627136,5.1404724,0
-1.4612885,5.2374115,0
-1.3392792,5.2983246,0
-1.2327118,5.330719,0
-1.1306305,5.340042,0
-1.0687866,5.343384,0
-1.0480347,5.3243103,0
-1.0722809,5.280197,0
-1.1189575,5.2666473,0
-1.1465759,5.2365265,0
-1.1794891,5.1922607,0
-1.2020721,5.15506,0
-1.2116547,5.1180267,0
-1.204483,5.103653,0
-1.2074585,5.0907593,0
-1.2167206,5.0890656,0
-1.2259827,5.077667,0
-1.2312012,5.0888367,0
-1.2260284,5.1033325,0
-1.2260284,5.1063538,0
-1.2321014,5.100296,0
-1.2260284,5.109543,0
-1.231308,5.139908,0
-1.2331085,5.1785126,0
-1.2215729,5.1997375,0
-1.2073975,5.2039948,0
-1.1981506,5.206909,0
-1.1564026,5.2093964,0
-1.1259155,5.228012,0
-1.1236572,5.2409973,0
-1.1328735,5.2500153,0
-1.1421051,5.2477417,0
-1.151474,5.238373,0
-1.1735992,5.2162476,0
-1.2029114,5.218292,0
-1.2400665,5.2356415,0
-1.2717285,5.2243347,0
-1.2839508,5.184906,0
-1.2932281,5.167923,0
-1.3024597,5.1264343,0
-1.3252411,5.086609,0
-1.3393707,5.054489,0
-1.3411255,5.0599213,0
-1.3367004,5.093338,0
-1.3044281,5.114151,0
-1.2978516,5.1207275,0
-1.2978516,5.1159363,0
-1.2773285,5.1135406,0
-1.2585449,5.124115,0
-1.2361298,5.135086,0
-1.2260284,5.1469574,0
-1.2180634,5.158203,0
-1.2088013,5.1624146,0
-1.204483,5.144516,0
-1.204483,5.149338,0
-1.22258,5.140396,0
-1.2411804,5.127121,0
-1.2475739,5.1024017,0
-1.231308,5.07666,0
-1.2097626,5.058319,0
-1.1717682,5.021286,0
-1.1397858,4.984131,0
-1.128418,4.9635315,0
-1.1099854,4.931717,0
-1.0852356,4.9071503,0
-1.0574341,4.8931427,0
-1.0232544,4.905243,0
-0.9928436,4.8947144,0
-0.9896698,4.883026,0
-1.0196075,4.8576202,0
-1.0610046,4.830414,0
-1.0815887,4.8126526,0
-1.1065216,4.847046,0
-1.1182861,4.883301,0
-1.1128387,4.901779,0
-1.0810242,4.9199524,0
-1.0366364,4.924347,0
-0.95869446,4.933014,0
-0.8658905,4.9674225,0
-0.76039124,5.0217285,0
-0.6726837,5.0681458,0
-0.6114502,5.0523224,0
-0.54034424,5.0494537,0
-0.50575256,5.056076,0
-0.52882385,5.056076,0
-0.5704193,5.056076,0
-0.6205597,5.0472107,0
-0.65571594,5.0305176,0
-0.7016449,5.0086823,0
-0.7550812,4.9745636,0
-0.8014374,4.940201,0
-0.83795166,4.9173584,0
-0.8589325,4.91922,0
-0.87368774,4.910721,0
-0.9032135,4.893875,0
-0.9156952,4.8779907,0
-0.9132843,4.878067,0
-0.86161804,4.904907,0
-0.76651,4.961502,0
-0.6394043,5.012146,0
-0.54000854,5.0569153,0
-0.469162,5.0937805,0
-0.41362,5.1308136,0
-0.39283752,5.139206,0
-0.40220642,5.111374,0
-0.4451294,5.0684357,0
-0.4864502,5.019943,0
-0.5213623,4.980774,0
-0.54067993,4.947159,0
-0.56251526,4.9223175,0
-0.60113525,4.91243,0
-0.58161926,4.91893,0
-0.5367279,4.9427643,0
-0.49945068,4.978195,0
-0.44612122,5.0222626,0
-0.3767395,5.059128,0
-0.33758545,5.076889,0
-0.33538818,5.0677185,0
-0.34230042,5.0457153,0
-0.355011,5.013504,0
-0.38668823,4.991089,0
-0.41220093,4.9792633,0
-0.43969727,4.9608154,0
-0.45692444,4.9422913,0
-0.47903442,4.9109497,0
-0.4754486,4.89447,0
-0.48320007,4.866684,0
-0.49339294,4.8443756,0
-0.50141907,4.7966614,0
-0.5149536,4.778412,0
-0.5284271,4.7557373,0
-0.536499,4.745529,0
-0.536499,4.7325745,0
-0.536499,4.743149,0
-0.5299988,4.724304,0
-0.53364563,4.7055817,0
-0.52441406,4.687149,0
-0.52212524,4.6756134,0
-0.50408936,4.6575317,0
-0.51882935,4.650528,0
-0.51623535,4.647934,0
-0.52931213,4.632309,0
-0.53515625,4.638138,0
-0.552948,4.651291,0
-0.5650635,4.6818542,0
-0.5632782,4.6897736,0
-0.55804443,4.6897736,0
-0.5519867,4.6897736,0
-0.54367065,4.696945,0
-0.54678345,4.7031555,0
-0.55085754,4.7010345,0
-0.55804443,4.6825867,0
-0.56018066,4.6847076,0
-0.5652313,4.6940002,0
-0.55274963,4.6907043,0
-0.53089905,4.7090607,0
-0.48768616,4.696945,0
-0.4611969,4.69162,0
-0.45767212,4.690277,0
-0.4715271,4.711319,0
-0.4862213,4.7156525,0
-0.49267578,4.712036,0
-0.50341797,4.6769257,0
-0.51846313,4.6538544,0
-0.52212524,4.6594086,0
-0.49969482,4.6754,0
-0.48373413,4.67041,0
-0.46676636,4.6692047,0
-0.457489,4.681946,0
-0.44869995,4.6858063,0
-0.44677734,4.704239,0
-0.45030212,4.722748,0
-0.44969177,4.7406616,0
-0.44311523,4.75264,0
-0.43362427,4.7710876,0
-0.42196655,4.7895355,0
-0.4287567,4.793625,0
-0.4401245,4.8046875,0
-0.46199036,4.7871704,0
-0.4734192,4.7743835,0
-0.49183655,4.758789,0
-0.50057983,4.744568,0
-0.49368286,4.7400513,0
-0.49150085,4.747223,0
-0.4862213,4.751175,0
-0.48017883,4.7604523,0
-0.46914673,4.7768555,0
-0.44729614,4.786148,0
-0.44818115,4.790329,0
-0.44311523,4.7904816,0
-0.44725037,4.8139343,0
-0.457489,4.8149567,0
-0.457489,4.8056946,0
-0.463562,4.790329,0
-0.45115662,4.787155,0
-0.42730713,4.7884064,0
-0.39227295,4.775955,0
-0.35031128,4.780365,0
-0.31843567,4.8030396,0
-0.28733826,4.8183136,0
-0.30426025,4.8561554,0
-0.3315277,4.8588257,0
-0.3516388,4.8332977,0
-0.39401245,4.8186646,0
-0.41918945,4.7998962,0
-0.44206238,4.7626495,0
-0.46333313,4.741394,0
-0.48184204,4.714279,0
-0.49690247,4.689926,0
-0.5172882,4.677002,0
-0.522583,4.683029,0
-0.5267792,4.6999207,0
-0.49905396,4.7323456,0
-0.45256042,4.7535095,0
-0.40829468,4.7907715,0
-0.36756897,4.8407593,0
-0.3327484,4.8961487,0
-0.3210144,4.91243,0
-0.32641602,4.9043427,0
-0.3448639,4.8814087,0
-0.37028503,4.849121,0
-0.4160614,4.824463,0
-0.44311523,4.815262,0
-0.4490204,4.7941895,0
-0.45986938,4.7895355,0
-0.4819336,4.783142,0
-0.47627258,4.7781525,0
-0.4577179,4.7618103,0
-0.44441223,4.75441,0
-0.4167328,4.7584076,0
-0.38798523,4.7808228,0
-0.3691864,4.8118744,0
-0.35081482,4.814926,0
-0.33750916,4.81398,0
-0.33538818,4.819107,0
-0.33538818,4.83049,0
-0.33119202,4.844803,0
-0.32206726,4.8600616,0
-0.3210144,4.877594,0
-0.3210144,4.880478,0
-0.3157959,4.8765106,0
-0.31394958,4.8836975,0
-0.32322693,4.877075,0
-0.34106445,4.857849,0
-0.3687744,4.8486176,0
-0.381073,4.826233,0
-0.3895111,4.822891,0
-0.3748932,4.8190613,0
-0.3497467,4.8110046,0
-0.35716248,4.790329,0
-0.37576294,4.7992554,0
-0.37191772,4.8046875,0
-0.3683319,4.7772064,0
-0.3533783,4.757965,0
-0.3441925,4.77269,0
-0.35968018,4.7615967,0
-0.4078827,4.766815,0
-0.43544006,4.775955,0
-0.44311523,4.775955,0
-0.45030212,4.7775726,0
-0.45030212,4.7868347,0
-0.45030212,4.8017883,0
-0.45030212,4.8196716,0
-0.45576477,4.8316803,0
-0.46948242,4.8309784,0
-0.478714,4.8193817,0
-0.498703,4.8011475,0
-0.5226898,4.790329,0
-0.52931213,4.802185,0
-0.51097107,4.812668,0
-0.47314453,4.822006,0
-0.45477295,4.836136,0
-0.4217987,4.8477173,0
-0.40525818,4.8477783,0
-0.39186096,4.855957,0
-0.37342834,4.862152,0
-0.35906982,4.8765106,0
-0.37438965,4.8703156,0
-0.3887787,4.862152,0
-0.39283752,4.854965,0
-0.39064026,4.841156,0
-0.3856659,4.822006,0
-0.39193726,4.8190613,0
-0.3939972,4.8383026,0
-0.4000244,4.8228607,0
-0.3839569,4.824402,0
-0.3497467,4.8406067,0
-0.3474579,4.8406067,0
-0.3336792,4.8450317,0
-0.3282013,4.854294,0
-0.3210144,4.8664856,0
-0.3210144,4.894211,0
-0.3097992,4.905243,0
-0.299469,4.8904266,0
-0.302063,4.8811035,0
-0.3112793,4.881134,0
-0.32051086,4.8903656,0
-0.338562,4.8892975,0
-0.36094666,4.8874207,0
-0.3827057,4.8908844,0
-0.39356995,4.8844147,0
-0.4000244,4.8881226,0
-0.4000244,4.869095,0
-0.38633728,4.8415985,0
-0.378479,4.8155518,0
-0.38623047,4.8046875,0
-0.38690186,4.8046875,0
-0.40081787,4.8046875,0
-0.4043274,4.8104706,0
-0.38510132,4.8240204,0
-0.3504181,4.847275,0
-0.32962036,4.8477783,0
-0.3138275,4.851776,0
-0.3138275,4.854965,0
-0.3076172,4.864044,0
-0.322937,4.870453,0
-0.3455963,4.8519287,0
-0.3569336,4.826233,0
-0.36109924,4.809784,0
-0.3796692,4.7963104,0
-0.3919525,4.7777405,0
-0.40229797,4.763855,0
-0.42086792,4.775955,0
-0.4129486,4.775955,0
-0.39239502,4.784027,0
-0.37623596,4.8141174,0
-0.3583374,4.8233643,0
-0.34335327,4.83902,0
-0.3451538,4.8288116,0
-0.3569336,4.8439636,0
-0.3569336,4.8477783,0
-0.3343811,4.855301,0
-0.3090515,4.862152,0
-0.30393982,4.8755493,0
-0.31326294,4.8903046,0
-0.30665588,4.91243,0
-0.30665588,4.908905,0
-0.31221008,4.905243,0
-0.32922363,4.9104004,0
-0.34773254,4.8733673,0
-0.37557983,4.836319,0
-0.39239502,4.8127594,0
-0.39283752,4.7886963,0
-0.39283752,4.7794037,0
-0.41036987,4.764282,0
-0.4072113,4.763443,0
-0.4072113,4.7858124,0
-0.40249634,4.7997437,0
-0.4000244,4.8115845,0
-0.4000244,4.815262,0
-0.4000244,4.826233,0
-0.4000244,4.8379974,0
-0.40553284,4.838913,0
-0.38993835,4.8233185,0
-0.38067627,4.8140564,0
-0.378479,4.7906647,0
-0.3673706,4.77005,0
-0.36906433,4.7382355,0
-0.39071655,4.7195435,0
-0.40104675,4.727707,0
-0.4072113,4.7400513,0
-0.41233826,4.7400513,0
-0.41435242,4.7472687,0
-0.4072113,4.756531,0
-0.4072113,4.7700043,0
-0.3883667,4.775955,0
-0.36894226,4.784317,0
-0.3569336,4.7870636,0
-0.3462677,4.783142,0
-0.3577881,4.791168,0
-0.38549805,4.8118744,0
-0.40437317,4.8075256,0
-0.4072113,4.811035,0
-0.38606262,4.820404,0
-0.34658813,4.826233,0
-0.3243866,4.8207397,0
-0.31344604,4.825836,0
-0.3091278,4.8165894,0
-0.31834412,4.807358,0
-0.32763672,4.791458,0
-0.35598755,4.7815704,0
-0.3856659,4.779541,0
-0.38719177,4.8001404,0
-0.34788513,4.8046875,0
-0.3173828,4.8101044,0
-0.27119446,4.837906,0
-0.24290466,4.888199,0
-0.22270203,4.941162,0
-0.1985321,4.941162,0
-0.19172668,4.941162,0
-0.18954468,4.9577026,0
-0.1645813,4.9798584,0
-0.14129639,4.9794006,0
-0.13426208,4.956192,0
-0.1672821,4.935425,0
-0.22659302,4.8958893,0
-0.27766418,4.848053,0
-0.31655884,4.808243,0
-0.3564453,4.774109,0
-0.3958435,4.7565002,0
-0.41429138,4.7472687,0
-0.4348755,4.7779846,0
-0.45855713,4.787262,0
-0.44630432,4.8025665,0
-0.383255,4.8118744,0
-0.29364014,4.8150177,0
-0.1709137,4.83992,0
0.09251404,4.88414,0
0.19963074,4.9213257,0
0.28330994,4.9624786,0
0.332016,4.989746,0
0.3764038,5.040924,0
0.4000244,5.083679,0
0.38386536,5.1099396,0
0.34143066,5.1428223,0
0.30203247,5.1636963,0
0.26461792,5.1737366,0
0.23669434,5.1513214,0
0.19908142,5.148056,0
0.152771,5.1387787,0
0.11891174,5.1248474,0
0.12168884,5.097824,0
0.15872192,5.0750885,0
0.19126892,5.051895,0
0.20553589,5.03508,0
0.23069763,5.020172,0
0.2420044,5.01651,0
0.2420044,5.007248,0
0.23254395,4.992569,0
0.18971252,5.0057983,0
0.13215637,5.0057983,0
0.10635376,5.0196075,0
0.094955444,5.0556793,0
-0.07064819,5.0814667,0
-0.083984375,5.0789337,0
-0.08087158,5.07045,0
0.08958435,5.07045,0
0.103271484,5.075348,0
0.11253357,5.0846252,0
0.12898254,5.101074,0
0.14222717,5.1063538,0
0.1608429,5.1063538,0
0.17832947,5.117386,0
0.18760681,5.1483917,0
0.18711853,5.1658325,0
0.18455505,5.1781006,0
0.18455505,5.180191,0
0.18867493,5.177109,0
0.19172668,5.1586304,0
0.19676208,5.1688538,0
0.17814636,5.1566315,0
0.17018127,5.177887,0
0.1703949,5.178177,0
0.18678284,5.178177,0
0.19604492,5.182495,0
0.22450256,5.1981506,0
0.25047302,5.2179565,0
0.2597351,5.2389984,0
0.2635498,5.2428284,0
0.25604248,5.2414856,0
0.24206543,5.20459,0
0.20536804,5.1764526,0
0.17204285,5.1578674,0
0.15437317,5.1465607,0
0.13459778,5.135086,0
0.119903564,5.1238556,0
0.112197876,5.133545,0
0.10293579,5.1109314,0
0.10295105,5.1063538,0
0.11225891,5.0996246,0
0.12548828,5.095978,0
0.11616516,5.08107,0
0.112716675,5.0776215,0
0.1133728,5.0782776,0
0.12532043,5.0902405,0
0.14874268,5.099182,0
0.1696167,5.099182,0
0.17018127,5.102844,0
0.16630554,5.117401,0
0.15699768,5.1327057,0
0.14608765,5.1439667,0
0.12709045,5.1654053,0
0.14201355,5.193115,0
0.15576172,5.1997375,0
0.15058899,5.2108307,0
0.15184021,5.221283,0
0.15467834,5.233368,0
0.13214111,5.220215,0
0.11680603,5.214096,0
0.12818909,5.2295685,0
0.16320801,5.243042,0
0.19172668,5.2737274,0
0.17900085,5.2744904,0
0.11984253,5.265259,0
-0.08988953,5.241638,0
-0.12641907,5.225876,0
-0.12361145,5.214096,0
-0.08331299,5.220154,0
0.09980774,5.1577454,0
0.09260559,5.0302124,0
-0.49954224,4.9322968,0
-1.2091675,4.9651794,0
-1.2176056,5.0261536,0
-0.8014679,5.1203766,0
-0.25056458,5.288315,0
0.42155457,5.564377,0
0.81391907,5.827301,0
1.0275421,5.987732,0
1.083664,6.079117,0
1.0394287,6.11911,0
0.94984436,6.1021423,0
0.81225586,6.0789337,0
0.6331177,6.009674,0
0.42936707,5.935669,0
0.2151947,5.8297577,0
-0.10217285,5.702118,0
-0.28018188,5.5424805,0
-0.45298767,5.3766174,0
-0.6359253,5.2275543,0
-0.7942505,5.136902,0
-0.90797424,5.101532,0
-0.9729614,5.099182,0
-0.96188354,5.1153564,0
-0.8733673,5.132492,0
-0.70606995,5.171997,0
-0.53559875,5.2200317,0
-0.3625641,5.279129,0
-0.19863892,5.325058,0
0.103500366,5.3644714,0
0.25453186,5.383301,0
0.40948486,5.3936615,0
0.5167694,5.3682556,0
0.60317993,5.325943,0
0.6029053,5.294861,0
0.5451355,5.252716,0
0.49316406,5.185074,0
0.45822144,5.1387024,0
0.4263153,5.0883484,0
0.40182495,5.0265045,0
0.36653137,4.977127,0
0.3193817,4.9312286,0
0.26020813,4.914261,0
0.21875,4.920746,0
0.17497253,4.9602966,0
0.17463684,5.006592,0
0.18392944,5.0529785,0
0.19172668,5.1122284,0
0.18815613,5.142212,0
0.17332458,5.1662903,0
0.14608765,5.185364,0
0.10223389,5.185364,0
-0.087631226,5.176117,0
-0.13224792,5.144287,0
-0.16625977,5.1158447,0
-0.18104553,5.08815,0
-0.18455505,5.0487823,0
-0.19308472,5.032501,0
-0.21435547,5.00473,0
-0.2469635,4.986603,0
-0.27708435,4.984253,0
-0.30845642,4.9627075,0
-0.3254547,4.929535,0
-0.35324097,4.9255524,0
-0.36972046,4.925995,0
-0.3423462,4.9196167,0
